ID,FECHA_INTERVENCION,TIPO_INTERVENCION,ESTADO_PREVIO,ESTADO_POSTERIOR,JuegoID,Tipo,Comentarios
85,2023-11-08T00:00:00Z,Preventivo,Regular,Bueno,58807,Preventivo,Comentario_sobre_el_mantenimiento_85
86,2024-11-10T00:00:00Z,Preventivo,Malo,Malo,58331,Preventivo,Comentario_sobre_el_mantenimiento_86
87,2024-09-25T00:00:00Z,Preventivo,Regular,Bueno,20243,Preventivo,Comentario_sobre_el_mantenimiento_87
88,2024-06-14T00:00:00Z,Preventivo,Malo,Regular,9177751,Queja_usuario,Comentario_sobre_el_mantenimiento_88
89,2024-01-19T00:00:00Z,Emergencia,Regular,Bueno,4992011,Queja_usuario,Comentario_sobre_el_mantenimiento_89
90,2023-12-13T00:00:00Z,Correctivo,Bueno,Regular,4988363,Preventivo,Comentario_sobre_el_mantenimiento_90
91,2023-10-21T00:00:00Z,Emergencia,Bueno,Malo,33142,Queja_usuario,Comentario_sobre_el_mantenimiento_91
92,2024-02-04T00:00:00Z,Correctivo,Malo,Bueno,60137,Queja_usuario,Comentario_sobre_el_mantenimiento_92
93,2024-06-21T00:00:00Z,Emergencia,Regular,Bueno,5025124,Preventivo,Comentario_sobre_el_mantenimiento_93
94,2024-01-19T00:00:00Z,Emergencia,Regular,Malo,59883,Queja_usuario,Comentario_sobre_el_mantenimiento_94
95,2024-02-16T00:00:00Z,Emergencia,Malo,Bueno,34743,Preventivo,Comentario_sobre_el_mantenimiento_95
96,2023-10-28T00:00:00Z,Preventivo,Regular,Malo,7895400,Preventivo,Comentario_sobre_el_mantenimiento_96
97,2024-10-07T00:00:00Z,Emergencia,Malo,Bueno,8817614,Preventivo,Comentario_sobre_el_mantenimiento_97
98,2024-05-10T00:00:00Z,Emergencia,Regular,Malo,7672874,Preventivo,Comentario_sobre_el_mantenimiento_98
99,2024-04-03T00:00:00Z,Correctivo,Regular,Regular,7588210,Queja_usuario,Comentario_sobre_el_mantenimiento_99
100,2024-01-26T00:00:00Z,Correctivo,Bueno,Regular,60020,Queja_usuario,Comentario_sobre_el_mantenimiento_100
101,2024-06-23T00:00:00Z,Emergencia,Regular,Bueno,5174671,Queja_usuario,Comentario_sobre_el_mantenimiento_101
102,2024-03-08T00:00:00Z,Emergencia,Regular,Regular,58499,Preventivo,Comentario_sobre_el_mantenimiento_102
103,2024-09-27T00:00:00Z,Preventivo,Malo,Malo,35152,Preventivo,Comentario_sobre_el_mantenimiento_103
104,2024-06-17T00:00:00Z,Correctivo,Malo,Regular,59016,Preventivo,Comentario_sobre_el_mantenimiento_104
105,2024-04-07T00:00:00Z,Emergencia,Regular,Malo,3568696,Preventivo,Comentario_sobre_el_mantenimiento_105
106,2023-12-23T00:00:00Z,Correctivo,Regular,Malo,21125,Preventivo,Comentario_sobre_el_mantenimiento_106
107,2024-06-03T00:00:00Z,Correctivo,Regular,Bueno,5241059,Queja_usuario,Comentario_sobre_el_mantenimiento_107
108,2024-08-07T00:00:00Z,Emergencia,Regular,Regular,8941054,Queja_usuario,Comentario_sobre_el_mantenimiento_108
109,2023-12-12T00:00:00Z,Preventivo,Bueno,Bueno,5658100,Preventivo,Comentario_sobre_el_mantenimiento_109
110,2024-01-25T00:00:00Z,Emergencia,Malo,Bueno,5657902,Preventivo,Comentario_sobre_el_mantenimiento_110
111,2024-05-30T00:00:00Z,Correctivo,Regular,Regular,25074,Preventivo,Comentario_sobre_el_mantenimiento_111
112,2024-07-07T00:00:00Z,Correctivo,Malo,Bueno,59359,Queja_usuario,Comentario_sobre_el_mantenimiento_112
113,2024-02-03T00:00:00Z,Emergencia,Malo,Bueno,20749,Preventivo,Comentario_sobre_el_mantenimiento_113
114,2024-02-11T00:00:00Z,Preventivo,Malo,Bueno,6878958,Preventivo,Comentario_sobre_el_mantenimiento_114
115,2024-09-10T00:00:00Z,Correctivo,Malo,Regular,58490,Queja_usuario,Comentario_sobre_el_mantenimiento_115
116,2024-04-04T00:00:00Z,Emergencia,Malo,Bueno,7934559,Preventivo,Comentario_sobre_el_mantenimiento_116
117,2023-12-16T00:00:00Z,Emergencia,Bueno,Bueno,6761239,Preventivo,Comentario_sobre_el_mantenimiento_117
118,2024-07-18T00:00:00Z,Preventivo,Malo,Regular,6778176,Queja_usuario,Comentario_sobre_el_mantenimiento_118
119,2023-11-09T00:00:00Z,Preventivo,Regular,Malo,9048980,Queja_usuario,Comentario_sobre_el_mantenimiento_119
120,2024-10-10T00:00:00Z,Emergencia,Regular,Regular,6878761,Queja_usuario,Comentario_sobre_el_mantenimiento_120
121,2024-01-21T00:00:00Z,Preventivo,Malo,Regular,19718,Preventivo,Comentario_sobre_el_mantenimiento_121
122,2024-03-31T00:00:00Z,Preventivo,Malo,Bueno,4988105,Queja_usuario,Comentario_sobre_el_mantenimiento_122
123,2024-01-30T00:00:00Z,Correctivo,Regular,Malo,21087,Queja_usuario,Comentario_sobre_el_mantenimiento_123
124,2023-10-18T00:00:00Z,Correctivo,Regular,Malo,21536,Preventivo,Comentario_sobre_el_mantenimiento_124
125,2024-09-24T00:00:00Z,Emergencia,Regular,Regular,20046,Queja_usuario,Comentario_sobre_el_mantenimiento_125
126,2023-11-15T00:00:00Z,Correctivo,Bueno,Regular,21007,Preventivo,Comentario_sobre_el_mantenimiento_126
127,2023-12-06T00:00:00Z,Correctivo,Malo,Regular,19426,Preventivo,Comentario_sobre_el_mantenimiento_127
128,2024-02-11T00:00:00Z,Preventivo,Bueno,Malo,20187,Preventivo,Comentario_sobre_el_mantenimiento_128
129,2024-09-06T00:00:00Z,Preventivo,Malo,Bueno,7927325,Preventivo,Comentario_sobre_el_mantenimiento_129
130,2024-07-18T00:00:00Z,Preventivo,Malo,Malo,22445,Queja_usuario,Comentario_sobre_el_mantenimiento_130
131,2024-08-28T00:00:00Z,Emergencia,Regular,Regular,33208,Queja_usuario,Comentario_sobre_el_mantenimiento_131
132,2024-09-10T00:00:00Z,Preventivo,Regular,Regular,5249944,Preventivo,Comentario_sobre_el_mantenimiento_132
133,2024-07-22T00:00:00Z,Correctivo,Bueno,Regular,20585,Queja_usuario,Comentario_sobre_el_mantenimiento_133
134,2024-05-15T00:00:00Z,Emergencia,Regular,Bueno,8971301,Queja_usuario,Comentario_sobre_el_mantenimiento_134
135,2023-12-17T00:00:00Z,Preventivo,Bueno,Bueno,9177931,Queja_usuario,Comentario_sobre_el_mantenimiento_135
136,2024-04-14T00:00:00Z,Correctivo,Regular,Malo,5240867,Preventivo,Comentario_sobre_el_mantenimiento_136
137,2024-01-01T00:00:00Z,Preventivo,Regular,Bueno,58294,Preventivo,Comentario_sobre_el_mantenimiento_137
138,2024-01-08T00:00:00Z,Preventivo,Malo,Bueno,60060,Preventivo,Comentario_sobre_el_mantenimiento_138
139,2024-06-14T00:00:00Z,Preventivo,Malo,Regular,7792012,Queja_usuario,
140,2024-01-30T00:00:00Z,Preventivo,Regular,Bueno,33703,Preventivo,Comentario_sobre_el_mantenimiento_140
141,2023-11-16T00:00:00Z,Correctivo,Bueno,Bueno,7802478,Preventivo,Comentario_sobre_el_mantenimiento_141
142,2023-11-02T00:00:00Z,Preventivo,Regular,Bueno,24922,Queja_usuario,Comentario_sobre_el_mantenimiento_142
143,2024-03-18T00:00:00Z,Correctivo,Bueno,Malo,33593,Preventivo,Comentario_sobre_el_mantenimiento_143
144,2024-01-29T00:00:00Z,Emergencia,Malo,Regular,8987321,Queja_usuario,Comentario_sobre_el_mantenimiento_144
145,2024-09-25T00:00:00Z,Emergencia,Bueno,Bueno,9493030,Queja_usuario,Comentario_sobre_el_mantenimiento_145
146,2024-02-23T00:00:00Z,Preventivo,Malo,Regular,7240162,Preventivo,Comentario_sobre_el_mantenimiento_146
147,2024-07-22T00:00:00Z,Preventivo,Malo,Bueno,21861,Preventivo,Comentario_sobre_el_mantenimiento_147
148,2024-02-15T00:00:00Z,Emergencia,Regular,Regular,4737960,Queja_usuario,Comentario_sobre_el_mantenimiento_148
149,2024-08-12T00:00:00Z,Preventivo,Regular,Regular,5231453,Queja_usuario,Comentario_sobre_el_mantenimiento_149
150,2024-09-08T00:00:00Z,Preventivo,Regular,Regular,24872,Queja_usuario,Comentario_sobre_el_mantenimiento_150
151,2024-01-19T00:00:00Z,Emergencia,Bueno,Bueno,33550,Queja_usuario,Comentario_sobre_el_mantenimiento_151
152,2024-10-06T00:00:00Z,Preventivo,Bueno,Bueno,58615,Preventivo,Comentario_sobre_el_mantenimiento_152
153,2023-11-28T00:00:00Z,Emergencia,Malo,Malo,24746,Queja_usuario,Comentario_sobre_el_mantenimiento_153
154,2024-02-24T00:00:00Z,Preventivo,Regular,Regular,9295465,Preventivo,Comentario_sobre_el_mantenimiento_154
155,2024-01-28T00:00:00Z,Correctivo,Malo,Bueno,9184890,Preventivo,Comentario_sobre_el_mantenimiento_155
156,2023-11-08T00:00:00Z,Preventivo,Malo,Regular,4960333,Queja_usuario,Comentario_sobre_el_mantenimiento_156
157,2024-05-08T00:00:00Z,Emergencia,Bueno,Malo,4730882,Preventivo,Comentario_sobre_el_mantenimiento_157
158,2024-02-07T00:00:00Z,Correctivo,Regular,Bueno,58788,Preventivo,Comentario_sobre_el_mantenimiento_158
159,2024-02-06T00:00:00Z,Correctivo,Malo,Regular,18846,Preventivo,Comentario_sobre_el_mantenimiento_159
160,2024-01-21T00:00:00Z,Preventivo,Regular,Bueno,33976,Preventivo,Comentario_sobre_el_mantenimiento_160
161,2024-03-28T00:00:00Z,Preventivo,Malo,Malo,19533,Queja_usuario,Comentario_sobre_el_mantenimiento_161
162,2024-06-22T00:00:00Z,Emergencia,Regular,Malo,4987839,Queja_usuario,Comentario_sobre_el_mantenimiento_162
163,2023-06-11T00:00:00Z,Correctivo,Bueno,Malo,4987794,Queja_usuario,Comentario_sobre_el_mantenimiento_163
164,2024-05-01T00:00:00Z,Correctivo,Bueno,Malo,24788,Queja_usuario,Comentario_sobre_el_mantenimiento_164
165,2024-08-03T00:00:00Z,Emergencia,Malo,Malo,3568750,Preventivo,Comentario_sobre_el_mantenimiento_165
166,2024-01-09T00:00:00Z,Correctivo,Regular,Bueno,5658962,Preventivo,Comentario_sobre_el_mantenimiento_166
167,2024-06-07T00:00:00Z,Correctivo,Bueno,Bueno,3994638,Queja_usuario,Comentario_sobre_el_mantenimiento_167
168,2023-01-12T00:00:00Z,Correctivo,Regular,Bueno,19215,Queja_usuario,Comentario_sobre_el_mantenimiento_168
169,2024-04-16T00:00:00Z,Correctivo,Bueno,Regular,33282,Preventivo,Comentario_sobre_el_mantenimiento_169
170,2024-01-29T00:00:00Z,Correctivo,Bueno,Regular,59776,Preventivo,Comentario_sobre_el_mantenimiento_170
171,2024-03-05T00:00:00Z,Preventivo,Bueno,Bueno,5599622,Queja_usuario,Comentario_sobre_el_mantenimiento_171
172,2024-08-16T00:00:00Z,Preventivo,Malo,Regular,9470338,Queja_usuario,Comentario_sobre_el_mantenimiento_172
173,2023-11-13T00:00:00Z,Emergencia,Regular,Malo,7889390,Queja_usuario,Comentario_sobre_el_mantenimiento_173
174,2024-09-16T00:00:00Z,Emergencia,Malo,Bueno,21844,Queja_usuario,Comentario_sobre_el_mantenimiento_174
175,2024-08-23T00:00:00Z,Correctivo,Regular,Malo,5658594,Preventivo,Comentario_sobre_el_mantenimiento_175
176,2024-09-23T00:00:00Z,Correctivo,Regular,Regular,20168,Queja_usuario,Comentario_sobre_el_mantenimiento_176
177,2024-05-09T00:00:00Z,Emergencia,Malo,Malo,4737934,Preventivo,Comentario_sobre_el_mantenimiento_177
178,2024-10-05T00:00:00Z,Preventivo,Malo,Malo,25837,Queja_usuario,Comentario_sobre_el_mantenimiento_178
179,2024-08-27T00:00:00Z,Preventivo,Regular,Malo,7794412,Queja_usuario,Comentario_sobre_el_mantenimiento_179
180,2024-03-30T00:00:00Z,Correctivo,Bueno,Bueno,5173936,Preventivo,Comentario_sobre_el_mantenimiento_180
181,2023-12-05T00:00:00Z,Emergencia,Bueno,Regular,8804525,Preventivo,Comentario_sobre_el_mantenimiento_181
182,2024-09-16T00:00:00Z,Correctivo,Malo,Regular,35183,Preventivo,Comentario_sobre_el_mantenimiento_182
183,2023-10-18T00:00:00Z,Preventivo,Regular,Bueno,21845,Queja_usuario,Comentario_sobre_el_mantenimiento_183
184,2024-07-25T00:00:00Z,Preventivo,Regular,Regular,58391,Queja_usuario,Comentario_sobre_el_mantenimiento_184
185,2024-03-07T00:00:00Z,Emergencia,Regular,Bueno,4737877,Queja_usuario,Comentario_sobre_el_mantenimiento_185
186,2023-11-13T00:00:00Z,Preventivo,Regular,Regular,7928440,Preventivo,Comentario_sobre_el_mantenimiento_186
187,2024-04-02T00:00:00Z,Preventivo,Regular,Regular,9284743,Preventivo,Comentario_sobre_el_mantenimiento_187
188,2024-01-03T00:00:00Z,Preventivo,Regular,Regular,7526687,Preventivo,Comentario_sobre_el_mantenimiento_188
189,2023-11-19T00:00:00Z,Emergencia,Regular,Bueno,4750008,Preventivo,Comentario_sobre_el_mantenimiento_189
190,2024-08-29T00:00:00Z,Correctivo,Regular,Regular,53208,Queja_usuario,Comentario_sobre_el_mantenimiento_190
191,2023-12-31T00:00:00Z,Emergencia,Regular,Bueno,3576050,Queja_usuario,Comentario_sobre_el_mantenimiento_191
192,2024-05-04T00:00:00Z,Emergencia,Malo,Malo,3575561,Preventivo,Comentario_sobre_el_mantenimiento_192
193,2024-05-04T00:00:00Z,Preventivo,Malo,Malo,22438,Preventivo,Comentario_sobre_el_mantenimiento_193
194,2024-01-22T00:00:00Z,Emergencia,Regular,Malo,4795148,Preventivo,Comentario_sobre_el_mantenimiento_194
195,2024-09-05T00:00:00Z,Preventivo,Regular,Bueno,19838,Queja_usuario,Comentario_sobre_el_mantenimiento_195
196,2024-05-03T00:00:00Z,Emergencia,Bueno,Malo,5602454,Preventivo,Comentario_sobre_el_mantenimiento_196
197,2023-11-20T00:00:00Z,Correctivo,Bueno,Regular,33170,Preventivo,Comentario_sobre_el_mantenimiento_197
198,2024-01-08T00:00:00Z,Correctivo,Bueno,Regular,5245394,Preventivo,Comentario_sobre_el_mantenimiento_198
199,2024-10-04T00:00:00Z,Preventivo,Regular,Bueno,5220803,Preventivo,Comentario_sobre_el_mantenimiento_199
200,2024-10-11T00:00:00Z,Emergencia,Malo,Bueno,19792,Queja_usuario,Comentario_sobre_el_mantenimiento_200
201,2024-05-01T00:00:00Z,Preventivo,Regular,Bueno,58062,Preventivo,Comentario_sobre_el_mantenimiento_201
202,2024-04-29T00:00:00Z,Preventivo,Regular,Malo,7794492,Preventivo,Comentario_sobre_el_mantenimiento_202
203,2023-12-30T00:00:00Z,Preventivo,Regular,Regular,8978410,Preventivo,Comentario_sobre_el_mantenimiento_203
204,2024-06-25T00:00:00Z,Preventivo,Regular,Bueno,59356,Queja_usuario,Comentario_sobre_el_mantenimiento_204
205,2024-08-18T00:00:00Z,Preventivo,Regular,Malo,3530725,Preventivo,Comentario_sobre_el_mantenimiento_205
206,2024-07-14T00:00:00Z,Preventivo,Bueno,Regular,5237088,Queja_usuario,Comentario_sobre_el_mantenimiento_206
207,2024-03-08T00:00:00Z,Emergencia,Regular,Malo,20095,Preventivo,Comentario_sobre_el_mantenimiento_207
208,2024-03-20T00:00:00Z,Preventivo,Regular,Bueno,7896549,Preventivo,Comentario_sobre_el_mantenimiento_208
209,2024-05-08T00:00:00Z,Emergencia,Bueno,Malo,9291545,Preventivo,Comentario_sobre_el_mantenimiento_209
210,2023-10-17T00:00:00Z,Preventivo,Malo,Bueno,22165,Queja_usuario,Comentario_sobre_el_mantenimiento_210
211,2023-10-21T00:00:00Z,Correctivo,Bueno,Regular,3577005,Queja_usuario,Comentario_sobre_el_mantenimiento_211
212,2024-06-18T00:00:00Z,Emergencia,Bueno,Malo,35117,Preventivo,Comentario_sobre_el_mantenimiento_212
213,2023-12-27T00:00:00Z,Preventivo,Malo,Malo,4984514,Preventivo,Comentario_sobre_el_mantenimiento_213
214,2024-02-21T00:00:00Z,Emergencia,Bueno,Regular,19933,Preventivo,Comentario_sobre_el_mantenimiento_214
215,2023-11-14T00:00:00Z,Correctivo,Malo,Malo,7168585,Queja_usuario,Comentario_sobre_el_mantenimiento_215
216,2024-09-28T00:00:00Z,Preventivo,Bueno,Regular,21289,Preventivo,Comentario_sobre_el_mantenimiento_216
217,2024-02-20T00:00:00Z,Preventivo,Malo,Regular,6777775,Queja_usuario,Comentario_sobre_el_mantenimiento_217
218,2024-02-04T00:00:00Z,Preventivo,Malo,Malo,4731212,Preventivo,Comentario_sobre_el_mantenimiento_218
219,2023-11-18T00:00:00Z,Preventivo,Bueno,Regular,7125615,Preventivo,Comentario_sobre_el_mantenimiento_219
220,2024-01-08T00:00:00Z,Correctivo,Bueno,Bueno,7126931,Queja_usuario,Comentario_sobre_el_mantenimiento_220
221,2024-06-17T00:00:00Z,Correctivo,Regular,Bueno,33821,Queja_usuario,Comentario_sobre_el_mantenimiento_221
222,2023-10-18T00:00:00Z,Preventivo,Regular,Regular,9424313,Preventivo,Comentario_sobre_el_mantenimiento_222
223,2024-07-19T00:00:00Z,Emergencia,Bueno,Regular,5238914,Preventivo,Comentario_sobre_el_mantenimiento_223
